Company,Ticker,Exchange,Country,Search
Two Harbors Investments Corp 8.125% Series A Fixed-to-Floating Rate Cumulative Redeemable Preferred Stock ($25.00 liquidation preference per share),TWO$A,NYSE,USA,two harbors investments corp 8.125% series a fixed-to-floating rate cumulative redeemable preferred stock ($25.00 liquidation preference per share) two$a
Two Harbors Investments Corp 9.375% Senior Notes due 2030,TWOD,NYSE,USA,two harbors investments corp 9.375% senior notes due 2030 twod
"Tyler Technologies, Inc. Common Stock",TYL,NYSE,USA,"tyler technologies, inc. common stock tyl"
"Tyra Biosciences, Inc. - Common Stock",TYRA,NASDAQ,USA,"tyra biosciences, inc. - common stock tyra"
"Tyson Foods, Inc. Common Stock",TSN,NYSE,USA,"tyson foods, inc. common stock tsn"
U Power Limited - Class A Ordinary Shares,UCAR,NASDAQ,USA,u power limited - class a ordinary shares ucar
U-BX Technology Ltd. - Class A Ordinary Shares,UBXG,NASDAQ,USA,u-bx technology ltd. - class a ordinary shares ubxg
U-Haul Holding Company Common Stock,UHAL,NYSE,USA,u-haul holding company common stock uhal
U-Haul Holding Company Series N Non-Voting Common Stock,UHAL.B,NYSE,USA,u-haul holding company series n non-voting common stock uhal.b
U. Y. Fincorp Limited,UYFINCORP.NS,NSE,India,u. y. fincorp limited uyfincorp.ns
U.S. Bancorp Common Stock,USB,NYSE,USA,u.s. bancorp common stock usb
"U.S. Bancorp Depositary Shares each representing a 1/1,000th interest in a share of Series K Non-Cumulative Perpetual Preferred Stock",USB$P,NYSE,USA,"u.s. bancorp depositary shares each representing a 1/1,000th interest in a share of series k non-cumulative perpetual preferred stock usb$p"
U.S. Bancorp Depositary Shares repstg 1/1000th Pfd Ser B,USB$H,NYSE,USA,u.s. bancorp depositary shares repstg 1/1000th pfd ser b usb$h
"U.S. Bancorp Depositary Shares, Each Representing a 1/1,000th Interest in a Share of Series L Non-Cumulative Perpetual Preferred Stock",USB$Q,NYSE,USA,"u.s. bancorp depositary shares, each representing a 1/1,000th interest in a share of series l non-cumulative perpetual preferred stock usb$q"
"U.S. Bancorp Depositary Shares, Each Representing a 1/1,000th Interest in a Share of Series M Non-Cumulative Perpetual Preferred Stock",USB$R,NYSE,USA,"u.s. bancorp depositary shares, each representing a 1/1,000th interest in a share of series m non-cumulative perpetual preferred stock usb$r"
"U.S. Bancorp Depositary Shares, Each representing a 1/100th interest in a share of Series A Non-CumulativePerpetual Pfd Stock",USB$A,NYSE,USA,"u.s. bancorp depositary shares, each representing a 1/100th interest in a share of series a non-cumulativeperpetual pfd stock usb$a"
"U.S. Bancorp Depositary Shares, each representing a 1/1,000th interest in a share of Series O Non-Cumulative Perpetual Preferred Stock",USB$S,NYSE,USA,"u.s. bancorp depositary shares, each representing a 1/1,000th interest in a share of series o non-cumulative perpetual preferred stock usb$s"
U.S. Defense ETF,DUTY,NYSE Arca,USA,u.s. defense etf duty
U.S. Diversified Real Estate ETF,PPTY,NYSE Arca,USA,u.s. diversified real estate etf ppty
"U.S. Global Investors, Inc. - Class A Common Stock",GROW,NASDAQ,USA,"u.s. global investors, inc. - class a common stock grow"
U.S. Global Jets ETF,JETS,NYSE Arca,USA,u.s. global jets etf jets
U.S. Global Sea to Sky Cargo ETF,SEA,NYSE Arca,USA,u.s. global sea to sky cargo etf sea
U.S. Global Technology and Aerospace & Defense ETF,WAR,NYSE Arca,USA,u.s. global technology and aerospace & defense etf war
U.S. Gold Corp. - Common Stock,USAU,NASDAQ,USA,u.s. gold corp. - common stock usau
U.S. GoldMining Inc. - Common stock,USGO,NASDAQ,USA,u.s. goldmining inc. - common stock usgo
U.S. Micro Cap Portfolio: ETF Class Shares,DFMC,NYSE Arca,USA,u.s. micro cap portfolio: etf class shares dfmc
"U.S. Physical Therapy, Inc. Common Stock",USPH,NYSE,USA,"u.s. physical therapy, inc. common stock usph"
U.S. Small Cap Growth Portfolio: ETF Class Shares,DUSG,NASDAQ,USA,u.s. small cap growth portfolio: etf class shares dusg
UBS Group AG Registered Ordinary Shares,UBS,NYSE,USA,ubs group ag registered ordinary shares ubs
UCAL LIMITED,UCAL.NS,NSE,India,ucal limited ucal.ns
UCO Bank,UCOBANK.NS,NSE,India,uco bank ucobank.ns
"UDR, Inc. Common Stock",UDR,NYSE,USA,"udr, inc. common stock udr"
UFLEX Limited,UFLEX.NS,NSE,India,uflex limited uflex.ns
UFO Moviez India Limited,UFO.NS,NSE,India,ufo moviez india limited ufo.ns
"UFP Industries, Inc. - Common Stock",UFPI,NASDAQ,USA,"ufp industries, inc. - common stock ufpi"
"UFP Technologies, Inc. - Common Stock",UFPT,NASDAQ,USA,"ufp technologies, inc. - common stock ufpt"
UGI Corporation Common Stock,UGI,NYSE,USA,ugi corporation common stock ugi
UL Solutions Inc. Class A Common Stock,ULS,NYSE,USA,ul solutions inc. class a common stock uls
UMB Financial Corporation - Common Stock,UMBF,NASDAQ,USA,umb financial corporation - common stock umbf
"UMB Financial Corporation - Depositary Shares Each Representing a 1/400th Interest in a Share of 7.750% Fixed-Rate Reset Non-Cumulative Perpetual Preferred Stock, Series B",UMBFO,NASDAQ,USA,"umb financial corporation - depositary shares each representing a 1/400th interest in a share of 7.750% fixed-rate reset non-cumulative perpetual preferred stock, series b umbfo"
"UMH Properties, Inc. 6.375% Series D Cumulative Redeemable Preferred Stock, Liquidation Preference $25 per share",UMH$D,NYSE,USA,"umh properties, inc. 6.375% series d cumulative redeemable preferred stock, liquidation preference $25 per share umh$d"
"UMH Properties, Inc. Common Stock",UMH,NYSE,USA,"umh properties, inc. common stock umh"
UMIYA BUILDCON LIMITED,UMIYA-MRO.NS,NSE,India,umiya buildcon limited umiya-mro.ns
UNITIL Corporation Common Stock,UTL,NYSE,USA,unitil corporation common stock utl
UNIVERSAL INSURANCE HOLDINGS INC Common Stock,UVE,NYSE,USA,universal insurance holdings inc common stock uve
UNO Minda Limited,UNOMINDA.NS,NSE,India,uno minda limited unominda.ns
UP Fintech Holding Limited - American Depositary Shares representing fifteen Class A Ordinary Shares,TIGR,NASDAQ,USA,up fintech holding limited - american depositary shares representing fifteen class a ordinary shares tigr
UPAR Ultra Risk Parity ETF,UPAR,NYSE Arca,USA,upar ultra risk parity etf upar
UPL Limited,UPL.NS,NSE,India,upl limited upl.ns
US Foods Holding Corp. Common Stock,USFD,NYSE,USA,us foods holding corp. common stock usfd
US Global GO Gold and Precious Metal Miners ETF,GOAU,NYSE Arca,USA,us global go gold and precious metal miners etf goau
US Treasury 10 Year Note ETF,UTEN,NASDAQ,USA,us treasury 10 year note etf uten
US Treasury 12 Month Bill ETF,OBIL,NASDAQ,USA,us treasury 12 month bill etf obil
US Treasury 2 Year Note ETF,UTWO,NASDAQ,USA,us treasury 2 year note etf utwo
US Treasury 20 Year Bond ETF,UTWY,NASDAQ,USA,us treasury 20 year bond etf utwy
US Treasury 3 Year Note ETF,UTRE,NASDAQ,USA,us treasury 3 year note etf utre
US Treasury 30 Year Bond ETF,UTHY,NASDAQ,USA,us treasury 30 year bond etf uthy
US Treasury 5 Year Note ETF,UFIV,NASDAQ,USA,us treasury 5 year note etf ufiv
US Treasury 6 Month Bill ETF,XBIL,NASDAQ,USA,us treasury 6 month bill etf xbil
US Treasury 7 Year Note ETF,USVN,NASDAQ,USA,us treasury 7 year note etf usvn
US Vegan Climate ETF,VEGN,BATS,USA,us vegan climate etf vegn
"USA Compression Partners, LP Common Units Representing Limited Partner Interests",USAC,NYSE,USA,"usa compression partners, lp common units representing limited partner interests usac"
"USA Rare Earth, Inc. - Common Stock",USAR,NASDAQ,USA,"usa rare earth, inc. - common stock usar"
"USA TODAY Co., Inc. Common Stock",TDAY,NYSE,USA,"usa today co., inc. common stock tday"
"USANA Health Sciences, Inc. Common Stock",USNA,NYSE,USA,"usana health sciences, inc. common stock usna"
"USBC, Inc. Common Stock",USBC,NYSE American,USA,"usbc, inc. common stock usbc"
"USCB Financial Holdings, Inc.  - Class A Common Stock",USCB,NASDAQ,USA,"uscb financial holdings, inc.  - class a common stock uscb"
USCF Daily Target 2X Copper Index ETF,CPXR,NYSE Arca,USA,uscf daily target 2x copper index etf cpxr
USCF Dividend Income Fund,UDI,NYSE Arca,USA,uscf dividend income fund udi
USCF Energy Commodity Strategy Absolute Return Fund,USE,NYSE Arca,USA,uscf energy commodity strategy absolute return fund use
USCF Gold Strategy Plus Income Fund,USG,NYSE Arca,USA,uscf gold strategy plus income fund usg
USCF Midstream Energy Income Fund ETF,UMI,NYSE Arca,USA,uscf midstream energy income fund etf umi
USCF Oil Plus Bitcoin Strategy Fund,WTIB,NYSE Arca,USA,uscf oil plus bitcoin strategy fund wtib
USCF SummerHaven Dynamic Commodity Strategy No K-1 Fund,SDCI,NYSE Arca,USA,uscf summerhaven dynamic commodity strategy no k-1 fund sdci
USCF Sustainable Battery Metals Strategy Fund,ZSB,NYSE Arca,USA,uscf sustainable battery metals strategy fund zsb
USCF Sustainable Commodity Strategy Fund,ZSC,NYSE Arca,USA,uscf sustainable commodity strategy fund zsc
UTI Asset Management Company Limited,UTIAMC.NS,NSE,India,uti asset management company limited utiamc.ns
UTStarcom Holdings Corp - Ordinary Shares,UTSI,NASDAQ,USA,utstarcom holdings corp - ordinary shares utsi
UTime Limited - Class A Ordinary Shares,WTO,NASDAQ,USA,utime limited - class a ordinary shares wto
UVA Unconstrained Medium-Term Fixed Income ETF,FFIU,NYSE Arca,USA,uva unconstrained medium-term fixed income etf ffiu
UWM Holdings Corporation Class A Common Stock,UWMC,NYSE,USA,uwm holdings corporation class a common stock uwmc
UY Scuti Acquisition Corp. - Ordinary Shares,UYSC,NASDAQ,USA,uy scuti acquisition corp. - ordinary shares uysc
UY Scuti Acquisition Corp. - Rights,UYSCR,NASDAQ,USA,uy scuti acquisition corp. - rights uyscr
UY Scuti Acquisition Corp. - Units,UYSCU,NASDAQ,USA,uy scuti acquisition corp. - units uyscu
"Uber Technologies, Inc. Common Stock",UBER,NYSE,USA,"uber technologies, inc. common stock uber"
Ubiquiti Inc. Common Stock,UI,NYSE,USA,ubiquiti inc. common stock ui
Ucommune International Ltd  - Class A Ordinary Shares,UK,NASDAQ,USA,ucommune international ltd  - class a ordinary shares uk
Udayshivakumar Infra Limited,USK.NS,NSE,India,udayshivakumar infra limited usk.ns
Ugro Capital Limited,UGROCAP.NS,NSE,India,ugro capital limited ugrocap.ns
"UiPath, Inc. Class A Common Stock",PATH,NYSE,USA,"uipath, inc. class a common stock path"
Ujaas Energy Limited,UEL.NS,NSE,India,ujaas energy limited uel.ns
Ujjivan Small Finance Bank Limited,UJJIVANSFB.NS,NSE,India,ujjivan small finance bank limited ujjivansfb.ns
"Ulta Beauty, Inc. - Common Stock",ULTA,NASDAQ,USA,"ulta beauty, inc. - common stock ulta"
"Ultra Clean Holdings, Inc. - Common Stock",UCTT,NASDAQ,USA,"ultra clean holdings, inc. - common stock uctt"
UltraPro MidCap400,UMDD,NYSE Arca,USA,ultrapro midcap400 umdd
UltraPro Short Dow30,SDOW,NYSE Arca,USA,ultrapro short dow30 sdow
UltraPro Short MidCap400,SMDD,NYSE Arca,USA,ultrapro short midcap400 smdd
UltraTech Cement Limited,ULTRACEMCO.NS,NSE,India,ultratech cement limited ultracemco.ns
Ultragenyx Pharmaceutical Inc. - Common Stock,RARE,NASDAQ,USA,ultragenyx pharmaceutical inc. - common stock rare
Ultralife Corporation - Common Stock,ULBI,NASDAQ,USA,ultralife corporation - common stock ulbi
Ultramarine & Pigments Limited,ULTRAMAR.NS,NSE,India,ultramarine & pigments limited ultramar.ns
Ultrapar Participacoes S.A. (New) American Depositary Shares (Each representing one Common Share),UGP,NYSE,USA,ultrapar participacoes s.a. (new) american depositary shares (each representing one common share) ugp
Uma Exports Limited,UMAEXPORTS.NS,NSE,India,uma exports limited umaexports.ns
"Under Armour, Inc. Class A Common Stock",UAA,NYSE,USA,"under armour, inc. class a common stock uaa"
"Under Armour, Inc. Class C Common Stock",UA,NYSE,USA,"under armour, inc. class c common stock ua"
Uni-Fuels Holdings Limited - Class A Ordinary Shares,UFG,NASDAQ,USA,uni-fuels holdings limited - class a ordinary shares ufg
Unichem Laboratories Limited,UNICHEMLAB.NS,NSE,India,unichem laboratories limited unichemlab.ns
Unicommerce Esolutions Limited,UNIECOM.NS,NSE,India,unicommerce esolutions limited uniecom.ns
"Unicycive Therapeutics, Inc. - Common Stock",UNCY,NASDAQ,USA,"unicycive therapeutics, inc. - common stock uncy"
"Unifi, Inc. New Common Stock",UFI,NYSE,USA,"unifi, inc. new common stock ufi"
Unifirst Corporation Common Stock,UNF,NYSE,USA,unifirst corporation common stock unf
Uniinfo Telecom Services Limited,UNIINFO.NS,NSE,India,uniinfo telecom services limited uniinfo.ns
Unilever PLC American Depositary Shares (each representing One Ordinary Share),UL,NYSE,USA,unilever plc american depositary shares (each representing one ordinary share) ul
Unimech Aerospace and Manufacturing Limited,UNIMECH.NS,NSE,India,unimech aerospace and manufacturing limited unimech.ns
Union Bank of India,UNIONBANK.NS,NSE,India,union bank of india unionbank.ns
"Union Bankshares, Inc. - Common Stock",UNB,NASDAQ,USA,"union bankshares, inc. - common stock unb"
Union Pacific Corporation Common Stock,UNP,NYSE,USA,union pacific corporation common stock unp
Uniparts India Limited,UNIPARTS.NS,NSE,India,uniparts india limited uniparts.ns
Uniphos Enterprises Limited,UNIENTER.NS,NSE,India,uniphos enterprises limited unienter.ns
Unisys Corporation New Common Stock,UIS,NYSE,USA,unisys corporation new common stock uis
Unitech Limited,UNITECH.NS,NSE,India,unitech limited unitech.ns
United Acquisition Corp. I Class A Ordinary Shares,UAC,NYSE American,USA,united acquisition corp. i class a ordinary shares uac
"United Acquisition Corp. I Units, each consisting of one Class A ordinary share and one-quarter of one redeemable warrant",UAC.U,NYSE American,USA,"united acquisition corp. i units, each consisting of one class a ordinary share and one-quarter of one redeemable warrant uac.u"
"United Acquisition Corp. I Warrants, each whole warrant exercisable for one Class A ordinary share at an exercise price of $11.50",UAC.W,NYSE American,USA,"united acquisition corp. i warrants, each whole warrant exercisable for one class a ordinary share at an exercise price of $11.50 uac.w"
"United Airlines Holdings, Inc. - Common Stock",UAL,NASDAQ,USA,"united airlines holdings, inc. - common stock ual"
"United Bancorp, Inc. - Common Stock",UBCP,NASDAQ,USA,"united bancorp, inc. - common stock ubcp"
"United Bankshares, Inc. - Common Stock",UBSI,NASDAQ,USA,"united bankshares, inc. - common stock ubsi"
United Breweries Limited,UBL.NS,NSE,India,united breweries limited ubl.ns
"United Community Banks, Inc. Common Stock",UCB,NYSE,USA,"united community banks, inc. common stock ucb"
United Drilling Tools Limited,UNIDT.NS,NSE,India,united drilling tools limited unidt.ns
"United Fire Group, Inc - Common Stock",UFCS,NASDAQ,USA,"united fire group, inc - common stock ufcs"
United Foodbrands Limited,UFBL.NS,NSE,India,united foodbrands limited ufbl.ns
United Maritime Corporation - Common Stock,USEA,NASDAQ,USA,united maritime corporation - common stock usea
United Microelectronics Corporation (NEW) Common Stock,UMC,NYSE,USA,united microelectronics corporation (new) common stock umc
"United Natural Foods, Inc. Common Stock",UNFI,NYSE,USA,"united natural foods, inc. common stock unfi"
"United Parcel Service, Inc. Common Stock",UPS,NYSE,USA,"united parcel service, inc. common stock ups"
United Parks & Resorts Inc. Common Stock,PRKS,NYSE,USA,united parks & resorts inc. common stock prks
United Polyfab Gujarat Limited,UNITEDPOLY.NS,NSE,India,united polyfab gujarat limited unitedpoly.ns
"United Rentals, Inc. Common Stock",URI,NYSE,USA,"united rentals, inc. common stock uri"
United Spirits Limited,UNITDSPR.NS,NSE,India,united spirits limited unitdspr.ns
United States 12 Month Natural Gas Fund,UNL,NYSE Arca,USA,united states 12 month natural gas fund unl
United States 12 Month Oil,USL,NYSE Arca,USA,united states 12 month oil usl
United States Antimony Corporation Common Stock,UAMY,NYSE,USA,united states antimony corporation common stock uamy
"United States Brent Oil Fund, LP ETV",BNO,NYSE Arca,USA,"united states brent oil fund, lp etv bno"
United States Commodity Index Fund ETV,USCI,NYSE Arca,USA,united states commodity index fund etv usci
United States Copper Index Fund ETV,CPER,NYSE Arca,USA,united states copper index fund etv cper
United States Gasoline Fund LP,UGA,NYSE Arca,USA,united states gasoline fund lp uga
"United States Lime & Minerals, Inc. - Common Stock",USLM,NASDAQ,USA,"united states lime & minerals, inc. - common stock uslm"
United States Natural Gas Fund LP,UNG,NYSE Arca,USA,united states natural gas fund lp ung
United States Oil Fund,USO,NYSE Arca,USA,united states oil fund uso
United Therapeutics Corporation - Common Stock,UTHR,NASDAQ,USA,united therapeutics corporation - common stock uthr
"United-Guardian, Inc. - Common Stock",UG,NASDAQ,USA,"united-guardian, inc. - common stock ug"
UnitedHealth Group Incorporated Common Stock (DE),UNH,NYSE,USA,unitedhealth group incorporated common stock (de) unh
Uniti Group Inc. - Common Stock,UNIT,NASDAQ,USA,uniti group inc. - common stock unit
"Unity Bancorp, Inc. - Common Stock",UNTY,NASDAQ,USA,"unity bancorp, inc. - common stock unty"
Unity Software Inc. Common Stock,U,NYSE,USA,unity software inc. common stock u
Univastu India Limited,UNIVASTU.NS,NSE,India,univastu india limited univastu.ns
Universal Cables Limited,UNIVCABLES.NS,NSE,India,universal cables limited univcables.ns
Universal Corporation Common Stock,UVV,NYSE,USA,universal corporation common stock uvv
Universal Display Corporation - Common Stock,OLED,NASDAQ,USA,universal display corporation - common stock oled
Universal Electronics Inc. - Common Stock,UEIC,NASDAQ,USA,universal electronics inc. - common stock ueic
Universal Health Realty Income Trust Common Stock,UHT,NYSE,USA,universal health realty income trust common stock uht
"Universal Health Services, Inc. Common Stock",UHS,NYSE,USA,"universal health services, inc. common stock uhs"
"Universal Logistics Holdings, Inc. - Common Stock",ULH,NASDAQ,USA,"universal logistics holdings, inc. - common stock ulh"
"Universal Safety Products, Inc. Common Stock",UUU,NYSE American,USA,"universal safety products, inc. common stock uuu"
